縣市名稱,測站名稱,經度,緯度,高度,創站日期(~截止日期),地址,下載網址1(不含日期),下載網址2(高度)
宜蘭縣 (YilanCounty),鴛鴦湖 (Yuanyanghu),121.4122,24.5902,1711m,2018/03/23~,宜蘭縣大同鄉100線林道約15K(太平山事業區32林班內，鴛鴦湖工作站旁空地),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA10&stname=%25E9%25B4%259B%25E9%25B4%25A6%25E6%25B9%2596&datepicker=,&altitude=1711m
宜蘭縣 (YilanCounty),多加屯 (Duojiatun),121.3731,24.3686,2619m,2017/12/28~,宜蘭縣大同鄉南湖大山指標8.4K處(多加屯避難山屋附近),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA20&stname=%25E5%25A4%259A%25E5%258A%25A0%25E5%25B1%25AF&datepicker=,&altitude=2619m
宜蘭縣 (YilanCounty),白嶺 (Bailing),121.5190,24.5278,1397m,2018/03/23~,宜蘭縣大同鄉太平山白嶺苗圃內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA30&stname=%25E7%2599%25BD%25E5%25B6%25BA&datepicker=,&altitude=1397m
宜蘭縣 (YilanCounty),西德山 (Xideshan),121.7526,24.5606,1121m,2018/05/09~,宜蘭縣南澳鄉安平坑林道(力霸產業道路)附近山區(南澳事業區28林班內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA40&stname=%25E8%25A5%25BF%25E5%25BE%25B7%25E5%25B1%25B1&datepicker=,&altitude=1121m
宜蘭縣 (YilanCounty),西帽山 (Ximaoshan),121.8026,24.5553,808m,2018/05/09~,宜蘭縣南澳鄉台泥大白山運石道附近山區(羅東事業區96林班內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA50&stname=%25E8%25A5%25BF%25E5%25B8%25BD%25E5%25B1%25B1&datepicker=,&altitude=808m
宜蘭縣 (YilanCounty),樟樹山 (Zhangshushan),121.7832,24.4139,566m,2018/03/23~,宜蘭縣南澳鄉武塔村樟樹山附近山區,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA60&stname=%25E6%25A8%259F%25E6%25A8%25B9%25E5%25B1%25B1&datepicker=,&altitude=566m
宜蘭縣 (YilanCounty),桃源谷 (Taoyuangu),121.8888,24.9626,547m,2018/03/23~,宜蘭縣頭城鎮及新北市貢寮區交界之桃源谷附近空地,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA70&stname=%25E6%25A1%2583%25E6%25BA%2590%25E8%25B0%25B7&datepicker=,&altitude=547m
宜蘭縣 (YilanCounty),大溪漁港 (DASI FISHING),121.9029,24.9418,10m,2022/3/9~,宜蘭縣頭城鎮大溪里濱海路5段492號(大溪安檢所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA80&stname=%25E5%25A4%25A7%25E6%25BA%25AA%25E6%25BC%2581%25E6%25B8%25AF&datepicker=,&altitude=10m
宜蘭縣 (YilanCounty),石城 (SHIHCHENG),121.9512,24.9804,5m,2022/3/9~,宜蘭縣頭城鎮石城路85號(石城執檢站樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UA90&stname=%25E7%259F%25B3%25E5%259F%258E&datepicker=,&altitude=5m
宜蘭縣 (YilanCounty),淡江大學蘭陽校園 (TAMKANG LANYANG CAMPUS),121.7303,24.8232,379m,2022/1/5~,宜蘭縣礁溪鄉林尾路180號（淡江大學蘭陽校園內）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UB00&stname=%25E6%25B7%25A1%25E6%25B1%259F%25E5%25A4%25A7%25E5%25AD%25B8%25E8%2598%25AD%25E9%2599%25BD%25E6%25A0%25A1%25E5%259C%2592&datepicker=,&altitude=379m
宜蘭縣 (YilanCounty),壯圍 (Jhuangwei),121.8163,24.7359,30m,2022/12/26~,宜蘭縣壯圍鄉紅葉路69號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0UB20&stname=%25E5%25A3%25AF%25E5%259C%258D&datepicker=,&altitude=30m
宜蘭縣 (YilanCounty),玉蘭 (Yulan),121.5870,24.6752,442m,1995/07/28~,宜蘭縣大同鄉松羅村鹿場路11號(往松羅山頂瞭望亭旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0U650&stname=%25E7%258E%2589%25E8%2598%25AD&datepicker=,&altitude=442m
宜蘭縣 (YilanCounty),太平山 (Taipingshan),121.5256,24.5054,1942m,1995/05/29~,宜蘭縣大同鄉太平山93林班地(林務局路標22.3k處),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0U710&stname=%25E5%25A4%25AA%25E5%25B9%25B3%25E5%25B1%25B1&datepicker=,&altitude=1942m
宜蘭縣 (YilanCounty),南山 (Nanshan),121.3816,24.4374,1260m,2018/03/23~,宜蘭縣大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0U720&stname=%25E5%258D%2597%25E5%25B1%25B1&datepicker=,&altitude=1260m
宜蘭縣 (YilanCounty),牛鬥 (Nioudou),121.5736,24.6378,280m,1995/05/19~,宜蘭縣大同鄉牛鬥地區,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U501&stname=%25E7%2589%259B%25E9%25AC%25A5&datepicker=,&altitude=280m
宜蘭縣 (YilanCounty),寒溪 (Hanxi),121.7169,24.6340,105m,1995/05/19~,宜蘭縣冬山鄉大進村大進七路51號(大進國民小學校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U670&stname=%25E5%25AF%2592%25E6%25BA%25AA&datepicker=,&altitude=105m
宜蘭縣 (YilanCounty),東澳嶺 (Dongaoling),121.8485,24.5378,750m,2011/06/09~,宜蘭縣南澳鄉,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U840&stname=%25E6%259D%25B1%25E6%25BE%25B3%25E5%25B6%25BA&datepicker=,&altitude=750m
宜蘭縣 (YilanCounty),觀音海岸 (Guanyin Coast),121.7785,24.3831,665m,2011/06/09~,宜蘭縣南澳鄉之林務局羅東林區管理處和平事業區91林班,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U850&stname=%25E8%25A7%2580%25E9%259F%25B3%25E6%25B5%25B7%25E5%25B2%25B8&datepicker=,&altitude=665m
宜蘭縣 (YilanCounty),思源 (Siyuan),121.3472,24.3931,2085m,2018/03/23~,宜蘭縣大同鄉與臺中市和平區交界之羅葉尾山步道邊(大甲溪事業區40林班內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U920&stname=%25E6%2580%259D%25E6%25BA%2590&datepicker=,&altitude=2085m
宜蘭縣 (YilanCounty),粉鳥林 (FENNIAOLIN),121.8424,24.4970,5m,2022/3/14~,宜蘭縣蘇澳鎮東澳里東澳路69號(粉鳥林安檢所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U930&stname=%25E7%25B2%2589%25E9%25B3%25A5%25E6%259E%2597&datepicker=,&altitude=5m
宜蘭縣 (YilanCounty),頭城 (Toucheng) (撤銷站),121.8307,24.8532,5m,2015/05/15~2017/10/21,宜蘭縣頭城鎮協天路468號(中華電信頭城海纜站內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U860&stname=%25E9%25A0%25AD%25E5%259F%258E&datepicker=,&altitude=5m
宜蘭縣 (YilanCounty),北關 (Beiguan) (撤銷站),121.8718,24.9065,8m,2017/12/01~2022/9/14,宜蘭縣頭城鎮濱海路三段(北關梗枋漁港北側路邊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U880&stname=%25E5%258C%2597%25E9%2597%259C&datepicker=,&altitude=8m
宜蘭縣 (YilanCounty),冬山 (Dongshan) (撤銷站),121.7934,24.6323,22m,1996/07/28~2010/06/30,宜蘭縣冬山鄉南興村照安路26號(冬山國民中學內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U680&stname=%25E5%2586%25AC%25E5%25B1%25B1&datepicker=,&altitude=22m
宜蘭縣 (YilanCounty),新寮 (Xinliao) (撤銷站),121.7512,24.6255,101m,1995/05/19~2022/12/01,宜蘭縣冬山鄉中山瀑布附近,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U690&stname=%25E6%2596%25B0%25E5%25AF%25AE&datepicker=,&altitude=101m
宜蘭縣 (YilanCounty),南山 (Nanshan) (撤銷站),121.3816,24.4374,1260m,1995/05/19~2017/11/17,宜蘭縣大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U720&stname=%25E5%258D%2597%25E5%25B1%25B1&datepicker=,&altitude=1260m
宜蘭縣 (YilanCounty),烏石鼻 (Wushibi) (撤銷站),121.8393,24.4826,618m,2010/12/26~2021/12/16,宜蘭縣蘇澳鎮之烏石鼻(南澳事業區第10鄰班地上),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U830&stname=%25E7%2583%258F%25E7%259F%25B3%25E9%25BC%25BB&datepicker=,&altitude=618m
宜蘭縣 (YilanCounty),雙連埤 (Shuanglianpi) (撤銷站),121.6412,24.7529,517m,1995/03/28~2010/06/30,宜蘭縣員山鄉雙連埤地區(需徒步20分鐘),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U521&stname=%25E9%259B%2599%25E9%2580%25A3%25E5%259F%25A4&datepicker=,&altitude=517m
宜蘭縣 (YilanCounty),北關 (Beiguan) (撤銷站),121.8734,24.9072,8m,1995/04/26~2017/10/21,宜蘭縣頭城鎮(北關海防班哨旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U580&stname=%25E5%258C%2597%25E9%2597%259C&datepicker=,&altitude=8m
宜蘭縣 (YilanCounty),頭城 (Toucheng) (撤銷站),121.8146,24.8519,6m,1995/04/26~2015/05/14,宜蘭縣頭城鎮新建里新興路111號(頭城家商操場角落),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U590&stname=%25E9%25A0%25AD%25E5%259F%258E&datepicker=,&altitude=6m
宜蘭縣 (YilanCounty),大礁溪 (Dajiaosi) (撤銷站),121.6783,24.7859,268m,1995/04/26~2017/10/18,宜蘭縣礁溪鄉二結村1鄰9-1號(國立宜蘭大學實驗林場),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U610&stname=%25E5%25A4%25A7%25E7%25A4%2581%25E6%25BA%25AA&datepicker=,&altitude=268m
宜蘭縣 (YilanCounty),壯圍 (Jhuangwei) (撤銷站),121.7895,24.7437,17m,1995/04/26~2010/06/30,宜蘭縣壯圍鄉壯五路40號(壯圍國民小學操場旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U620&stname=%25E5%25A3%25AF%25E5%259C%258D&datepicker=,&altitude=17m
宜蘭縣 (YilanCounty),再連 (Zailian) (撤銷站),121.6794,24.7150,140m,1995/05/19~2017/10/20,宜蘭縣員山鄉內城湖旁之山上果園,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U630&stname=%25E5%2586%258D%25E9%2580%25A3&datepicker=,&altitude=140m
宜蘭縣 (YilanCounty),三星 (Sansing) (撤銷站),121.6544,24.6706,103m,1995/05/19~2017/11/03,宜蘭縣三星鄉月眉街(三星鄉運動公園),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1U660&stname=%25E4%25B8%2589%25E6%2598%259F&datepicker=,&altitude=103m
宜蘭縣 (YilanCounty),思源 (Siyuan) (撤銷站),121.3566,24.3972,1984m,1995/07/28~2017/11/16,宜蘭縣大同鄉(思源啞口旁，大甲溪事業區第40林班),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0U730&stname=%25E6%2580%259D%25E6%25BA%2590&datepicker=,&altitude=1984m
宜蘭縣 (YilanCounty),羅東 (Luodong) (撤銷站),121.7478,24.6837,24m,1995/05/18~2015/12/03,宜蘭縣羅東鎮羅東公園,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0U640&stname=%25E7%25BE%2585%25E6%259D%25B1&datepicker=,&altitude=24m
花蓮縣 (HualienCounty),花蓮 (HUALIEN),121.6132,23.9751,16.1m,1910/01/01~,花蓮縣花蓮市花崗街24號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=466990&stname=%25E8%258A%25B1%25E8%2593%25AE&datepicker=,&altitude=16.1m
花蓮縣 (HualienCounty),大禹嶺 (Dayuling),121.3160,24.1861,2830m,1994/11/18~,花蓮縣秀林鄉立霧溪事業區67林班地(救國團大禹山莊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T790&stname=%25E5%25A4%25A7%25E7%25A6%25B9%25E5%25B6%25BA&datepicker=,&altitude=2830m
花蓮縣 (HualienCounty),天祥 (Tianxiang),121.4956,24.1795,550m,1995/06/27~,花蓮縣秀林鄉立霧溪事業區80林班地(天祥祥德寺),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T820&stname=%25E5%25A4%25A9%25E7%25A5%25A5&datepicker=,&altitude=550m
花蓮縣 (HualienCounty),和中 (Hezhong),121.7410,24.2667,8m,2004/04/12~,花蓮縣秀林鄉秀林村62號(和平國小和中分校校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9D0&stname=%25E5%2592%258C%25E4%25B8%25AD&datepicker=,&altitude=8m
花蓮縣 (HualienCounty),水璉 (Shuilian),121.5425,23.7971,251m,2004/04/12~,花蓮縣壽豐鄉水璉村,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9F0&stname=%25E6%25B0%25B4%25E7%2592%2589&datepicker=,&altitude=251m
花蓮縣 (HualienCounty),鳳林山 (Fenglinshan),121.4201,23.7352,605m,2004/04/26~,花蓮縣鳳林鎮,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9G0&stname=%25E9%25B3%25B3%25E6%259E%2597%25E5%25B1%25B1&datepicker=,&altitude=605m
花蓮縣 (HualienCounty),加路蘭山 (Jialulanshan),121.5274,23.6829,725m,2004/04/12~,花蓮縣豐濱鄉臨海段776-4號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9H0&stname=%25E5%258A%25A0%25E8%25B7%25AF%25E8%2598%25AD%25E5%25B1%25B1&datepicker=,&altitude=725m
花蓮縣 (HualienCounty),豐濱 (Fengbin),121.5148,23.5838,152m,2004/04/12~,花蓮縣豐濱鄉豐濱村,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9I0&stname=%25E8%25B1%2590%25E6%25BF%25B1&datepicker=,&altitude=152m
花蓮縣 (HualienCounty),靜浦 (Jingpu),121.4950,23.4551,92m,1997/04/30~,花蓮縣豐濱鄉靜浦村活動中心後山上,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9M0&stname=%25E9%259D%259C%25E6%25B5%25A6&datepicker=,&altitude=92m
花蓮縣 (HualienCounty),富里 (Fuli),121.2493,23.1716,261m,2019/07/05~,花蓮縣富里鄉永安街52號(富里國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9N0&stname=%25E5%25AF%258C%25E9%2587%258C&datepicker=,&altitude=261m
花蓮縣 (HualienCounty),鯉魚潭 (Liyutan),121.5089,23.9356,135m,1995/05/03~,花蓮縣壽豐鄉池南村池南路一段8號(鯉魚潭風景區旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T870&stname=%25E9%25AF%2589%25E9%25AD%259A%25E6%25BD%25AD&datepicker=,&altitude=135m
花蓮縣 (HualienCounty),西林 (Xilin),121.4414,23.8119,160m,2010/07/01~,花蓮縣萬榮鄉西林路8鄰114號(西林國民小學運動場旁),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T900&stname=%25E8%25A5%25BF%25E6%259E%2597&datepicker=,&altitude=160m
花蓮縣 (HualienCounty),光復 (Guangfu),121.4249,23.6606,120m,1995/05/03~,花蓮縣光復鄉大進村糖廠街19號(台糖公司花蓮光復糖廠內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T960&stname=%25E5%2585%2589%25E5%25BE%25A9&datepicker=,&altitude=120m
花蓮縣 (HualienCounty),月眉山 (Yuemeishan),121.5398,23.8099,498m,2000/08/11~,花蓮縣壽豐鄉月眉山旁的小山丘上(過米棧大橋往山上水璉方向至四號橋左轉之山上),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9A0&stname=%25E6%259C%2588%25E7%259C%2589%25E5%25B1%25B1&datepicker=,&altitude=498m
花蓮縣 (HualienCounty),水源 (Shuiyuan),121.5371,23.9918,558m,2000/08/07~,花蓮縣秀林鄉原林務局水源段的苗圃內,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0T9B0&stname=%25E6%25B0%25B4%25E6%25BA%2590&datepicker=,&altitude=558m
花蓮縣 (HualienCounty),明里 (Mingli),121.2623,23.2087,211m,2010/07/01~,花蓮縣富里鄉明里村明里社區後方山上,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z020&stname=%25E6%2598%258E%25E9%2587%258C&datepicker=,&altitude=211m
花蓮縣 (HualienCounty),佳心 (Jiaxin),121.2131,23.3456,824m,1997/04/24~,花蓮縣卓溪鄉佳心(玉山國家公園內，距花蓮卓溪鄉南安遊客步行2.5時之日據時代派出所舊址),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z050&stname=%25E4%25BD%25B3%25E5%25BF%2583&datepicker=,&altitude=824m
花蓮縣 (HualienCounty),玉里 (Yuli),121.3396,23.3215,174m,2008/02/20~,花蓮縣玉里鎮樂合里新民41號(樂合國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z061&stname=%25E7%258E%2589%25E9%2587%258C&datepicker=,&altitude=174m
花蓮縣 (HualienCounty),舞鶴 (Wuhe),121.3740,23.4681,247m,1997/04/17~,花蓮縣瑞穗鄉舞鶴村加納納山三角點旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z070&stname=%25E8%2588%259E%25E9%25B6%25B4&datepicker=,&altitude=247m
花蓮縣 (HualienCounty),富源 (Fuyuan),121.3782,23.5876,298m,2011/10/24~,花蓮縣光復鄉大豐村9鄰265號(富源國中對面之半山腰上),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z080&stname=%25E5%25AF%258C%25E6%25BA%2590&datepicker=,&altitude=298m
花蓮縣 (HualienCounty),東華 (Donghwa),121.5498,23.8952,36m,2013/11/27~,花蓮縣壽豐鄉大學路二段1號（國立東華大學）,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z100&stname=%25E6%259D%25B1%25E8%258F%25AF&datepicker=,&altitude=36m
花蓮縣 (HualienCounty),吉安光華 (Guanghua Ji-an),121.5951,23.9309,27m,2017/06/03~,花蓮縣吉安鄉南濱路一段531號(水資源回收中心),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z150&stname=%25E5%2590%2589%25E5%25AE%2589%25E5%2585%2589%25E8%258F%25AF&datepicker=,&altitude=27m
花蓮縣 (HualienCounty),鳳林 (Fenglin),121.4534,23.7461,124m,2017/06/03~,花蓮縣鳳林鎮信義路200號(鳳林地政事務所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z160&stname=%25E9%25B3%25B3%25E6%259E%2597&datepicker=,&altitude=124m
花蓮縣 (HualienCounty),卓溪 (Zhuoxi),121.3029,23.3443,194m,2022/12/20~,花蓮縣卓溪鄉卓溪村中正67號(花蓮縣卓溪鄉公所樓頂),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z170&stname=%25E5%258D%2593%25E6%25BA%25AA&datepicker=,&altitude=194m
花蓮縣 (HualienCounty),新城 (Xincheng),121.6045,24.0394,34m,2017/12/01~,花蓮縣新城鄉大漢村光復路570號(新城鄉公所),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z180&stname=%25E6%2596%25B0%25E5%259F%258E&datepicker=,&altitude=34m
花蓮縣 (HualienCounty),富世 (Fushi),121.6297,24.1474,62m,2017/12/01~,花蓮縣秀林鄉富世村127號(富世國小校園內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z190&stname=%25E5%25AF%258C%25E4%25B8%2596&datepicker=,&altitude=62m
花蓮縣 (HualienCounty),萬榮 (Wanrong),121.4201,23.7092,153m,2017/06/03~,花蓮縣鳳林鎮長橋里長橋路2號(長橋國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z200&stname=%25E8%2590%25AC%25E6%25A6%25AE&datepicker=,&altitude=153m
花蓮縣 (HualienCounty),瑞穗 (Ruisui),121.3902,23.5239,126m,2017/12/01~,花蓮縣瑞穗鄉鶴岡村167號(鶴岡國小),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z210&stname=%25E7%2591%259E%25E7%25A9%2597&datepicker=,&altitude=126m
花蓮縣 (HualienCounty),和平林道 (Hepinglindao),121.6563,24.3439,589m,2018/03/23~,花蓮縣秀林鄉臺電公司東部發電廠碧海機組廠區內(進入管制哨約7公里處),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z220&stname=%25E5%2592%258C%25E5%25B9%25B3%25E6%259E%2597%25E9%2581%2593&datepicker=,&altitude=589m
花蓮縣 (HualienCounty),和平 (Heping),121.7700,24.3071,31m,2017/12/01~,花蓮縣秀林鄉克來寶段399地號(和平工業港安檢所綠洲分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z230&stname=%25E5%2592%258C%25E5%25B9%25B3&datepicker=,&altitude=31m
花蓮縣 (HualienCounty),瑞穗林道 (Ruisuilindao),121.3068,23.4928,1124m,2017/12/01~,花蓮縣卓溪鄉瑞穗林道約7.5K瑞欣礦區下方空地,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z250&stname=%25E7%2591%259E%25E7%25A9%2597%25E6%259E%2597%25E9%2581%2593&datepicker=,&altitude=1124m
花蓮縣 (HualienCounty),蕃薯寮 (Fanshuliao),121.5401,23.7383,343m,2017/06/03~,花蓮縣壽豐鄉水璉村蕃薯寮附近山區道路旁(牛山段607地號內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z270&stname=%25E8%2595%2583%25E8%2596%25AF%25E5%25AF%25AE&datepicker=,&altitude=343m
花蓮縣 (HualienCounty),德武 (Dewu),121.4107,23.4742,224m,2017/12/01~,花蓮縣玉里鎮德武里附近山區道路旁(德武段680地號內),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z280&stname=%25E5%25BE%25B7%25E6%25AD%25A6&datepicker=,&altitude=224m
花蓮縣 (HualienCounty),赤柯山 (Chikeshan),121.3829,23.3689,946m,2017/12/01~,花蓮縣玉里鎮赤柯山段338地號,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z290&stname=%25E8%25B5%25A4%25E6%259F%25AF%25E5%25B1%25B1&datepicker=,&altitude=946m
花蓮縣 (HualienCounty),東里 (Dongli),121.3054,23.2685,182m,2017/12/01~,花蓮縣富里鄉東里村大莊路52號(東里消防分隊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z300&stname=%25E6%259D%25B1%25E9%2587%258C&datepicker=,&altitude=182m
花蓮縣 (HualienCounty),清水斷崖 (Qingshui Cliff),121.6891,24.2182,59m,2018/03/23~,花蓮縣秀林鄉臺9線大清水遊憩區下方空地,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z310&stname=%25E6%25B8%2585%25E6%25B0%25B4%25E6%2596%25B7%25E5%25B4%2596&datepicker=,&altitude=59m
花蓮縣 (HualienCounty),清水林道 (Qingshuilindao),121.1882,23.2712,646m,2018/05/09~,花蓮縣卓溪鄉清水林道北側山區(新生段1地號),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z320&stname=%25E6%25B8%2585%25E6%25B0%25B4%25E6%259E%2597%25E9%2581%2593&datepicker=,&altitude=646m
花蓮縣 (HualienCounty),安通山 (Antongshan),121.3485,23.2907,488m,2018/05/09~,花蓮縣玉里鎮安通產業道路附近山區,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C0Z330&stname=%25E5%25AE%2589%25E9%2580%259A%25E5%25B1%25B1&datepicker=,&altitude=488m
花蓮縣 (HualienCounty),豐南 (Funan),121.2623,23.1221,489m,2011/10/26~,花蓮縣富里鄉豐南村花82縣道盡頭叉路1k旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1S850&stname=%25E8%25B1%2590%25E5%258D%2597&datepicker=,&altitude=489m
花蓮縣 (HualienCounty),洛韶 (Luoshao),121.4539,24.2045,1260m,1995/06/27~,花蓮縣秀林鄉富世村中橫公路洛韶11號旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1T800&stname=%25E6%25B4%259B%25E9%259F%25B6&datepicker=,&altitude=1260m
花蓮縣 (HualienCounty),慈恩 (Ci-en),121.3883,24.1920,2049m,1995/06/27~,花蓮縣秀林鄉富世村關原路3號(救國團慈恩山莊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1T810&stname=%25E6%2585%2588%25E6%2581%25A9&datepicker=,&altitude=2049m
花蓮縣 (HualienCounty),布洛灣 (Buluowan),121.5712,24.1718,675m,1995/06/27~,花蓮縣秀林鄉布洛灣地區(布洛灣遊客中心圓環之廣場旁邊),https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1T830&stname=%25E5%25B8%2583%25E6%25B4%259B%25E7%2581%25A3&datepicker=,&altitude=675m
花蓮縣 (HualienCounty),中興 (Zhongxing),121.4986,23.7695,68m,1995/04/01~,花蓮縣壽豐鄉中興大橋橋頭旁,https://e-service.cwb.gov.tw/HistoryDataQuery/DayDataController.do?command=viewMain&station=C1T920&stname=%25E4%25B8%25AD%25E8%2588%2588&datepicker=,&altitude=68m
